2.000,B,[1, 5, 6, 2, 8, 0, 4, 9, 7, 3]
14.491,6,1863.276,18.785,10,PE
25.726,2,1842.085,19.009,10,PE
26.130,7,2195.414,15.861,11,PE
35.944,0,1981.922,17.622,10,PE
52.682,5,1602.137,21.993,10,PE
68.262,9,1889.214,18.517,10,PE
73.299,8,1595.455,22.090,10,PE
75.525,3,1933.651,18.077,10,PE
91.758,1,1299.325,27.502,9,PE
107.689,4,1571.300,22.448,10,PE
122.000,B,[]
129.049,7,1504.513,23.503,9,PE
181.889,2,955.100,38.918,8,PE
196.009,8,839.747,45.602,8,PE
201.806,0,955.852,38.882,8,PE
213.499,4,978.803,37.806,8,PE
224.801,6,805.300,48.165,8,PE
227.325,5,658.614,65.644,7,PE
232.069,9,853.484,44.668,8,PE
242.000,B,[1, 5, 6, 2, 8, 0, 4, 9, 7, 3]
257.362,6,790.864,49.347,8,PE
260.313,0,733.185,54.920,7,PE
268.943,7,749.732,53.157,7,PE
278.546,3,732.719,54.972,7,PE
281.556,9,655.460,66.261,7,PE
304.701,2,868.892,43.672,8,PE
310.865,1,793.751,49.104,8,PE
311.644,5,749.669,53.164,7,PE
319.643,4,792.438,49.214,8,PE
343.262,8,780.830,50.212,7,PE
362.000,B,[1, 3, 5, 6, 8, 2, 0, 4, 9, 7]
382.139,3,768.546,51.324,7,PE
419.699,1,1416.370,25.063,9,PE
482.000,B,[1, 3]
