2.000,B,[22, 1, 17, 13, 5, 6, 15, 2, 18, 8, 12, 0, 20, 19, 4, 11, 9, 7, 10, 3, 16, 24, 23, 21, 14]
6.316,24,2527.626,13.732,11,PE
12.610,0,2137.607,16.301,10,PE
13.977,6,1869.804,18.717,10,PE
14.730,17,1817.791,19.273,10,PE
25.182,9,2185.119,15.937,11,PE
31.593,21,2484.461,13.975,11,PE
37.278,19,2017.225,17.304,10,PE
45.598,12,1838.534,19.047,10,PE
50.641,20,1899.738,18.411,10,PE
53.351,10,2052.345,16.999,10,PE
62.761,23,2159.696,16.130,10,PE
68.844,22,1425.585,24.890,9,PE
69.850,15,1513.030,23.363,9,PE
78.218,7,1842.167,19.008,10,PE
82.831,3,1885.966,18.550,10,PE
89.490,8,1488.732,23.768,9,PE
91.433,14,2101.259,16.591,10,PE
91.854,5,1346.438,26.463,9,PE
93.036,4,1660.065,21.188,10,PE
98.898,2,1384.805,25.676,9,PE
106.532,11,1581.969,22.289,10,PE
109.178,16,1776.447,19.740,10,PE
112.792,1,1168.721,30.889,9,PE
122.000,B,[13, 18]
143.154,14,1747.302,20.083,10,PE
143.678,9,1386.025,25.651,9,PE
144.195,13,1065.775,34.261,8,PE
154.848,16,1473.864,24.022,9,PE
161.760,22,866.966,43.794,8,PE
165.787,11,1220.107,29.456,9,PE
171.792,15,888.899,42.454,8,PE
176.740,4,1162.803,31.064,9,PE
178.448,18,897.530,41.952,8,PE
178.710,6,934.022,39.970,8,PE
182.130,1,792.781,49.186,8,PE
191.435,2,916.422,40.898,8,PE
193.279,10,1164.076,31.026,9,PE
194.912,19,991.967,37.219,8,PE
196.177,24,1238.164,28.986,9,PE
197.282,8,834.719,45.956,8,PE
201.431,3,1113.622,32.601,9,PE
204.345,0,941.093,39.610,8,PE
205.220,21,1328.309,26.853,9,PE
225.192,7,933.315,40.006,8,PE
226.694,5,660.882,65.214,7,PE
231.922,23,1044.803,35.049,8,PE
232.631,17,643.451,68.824,7,PE
242.000,B,[22, 1, 17, 5, 15, 6, 2, 8, 12, 0, 20, 19, 4, 11, 9, 7, 10, 3, 16, 24, 23, 21, 14]
249.229,4,844.320,45.286,8,PE
255.859,3,825.160,46.646,8,PE
264.396,19,666.986,64.102,7,PE
267.457,22,638.943,69.893,7,PE
272.840,16,776.028,50.639,8,PE
274.069,14,929.285,40.215,8,PE
276.880,11,754.903,52.637,7,PE
301.677,8,634.086,71.128,7,PE
304.659,10,738.237,54.365,7,PE
306.314,18,665.751,64.321,7,PE
309.536,17,774.365,50.789,7,PE
311.709,2,891.107,42.324,8,PE
321.621,21,755.442,52.583,7,PE
321.744,5,791.982,49.252,8,PE
335.421,13,1021.788,35.959,8,PE
347.522,0,809.860,47.805,8,PE
350.308,20,728.628,55.433,7,PE
352.164,23,614.429,77.558,7,PE
354.403,6,1106.109,32.850,9,PE
362.000,B,[13, 18, 12, 20, 22, 1, 17, 5, 15, 6, 8, 2, 0, 19, 11, 4, 9, 7, 10, 3, 16, 24, 23, 21, 14]
370.483,24,635.821,70.676,7,PE
371.221,1,1115.873,32.527,9,PE
372.047,13,1212.935,29.648,9,PE
374.628,7,798.934,48.677,8,PE
399.576,12,1038.213,35.304,8,PE
419.063,20,1082.727,33.653,8,PE
439.740,15,1450.635,24.432,9,PE
444.716,18,1415.455,25.081,9,PE
445.822,9,1134.960,31.914,9,PE
482.000,B,[12, 1, 15, 18, 13, 20, 9, 7, 24]
546.568,12,2004.330,17.419,10,PE
