2.000,B,[1, 2, 0, 4, 3]
4.348,1,1874.928,18.664,10,PE
44.853,3,2146.152,16.235,10,PE
55.404,0,1847.695,18.949,10,PE
76.331,2,1518.077,23.281,9,PE
86.863,4,1704.932,20.605,10,PE
122.000,B,[]
155.594,2,1072.202,34.028,8,PE
170.953,3,1304.125,27.392,9,PE
205.275,4,1015.419,36.220,8,PE
209.654,1,695.208,59.661,7,PE
213.109,0,898.530,41.894,8,PE
242.000,B,[1, 2, 0, 4, 3]
268.590,0,717.587,56.734,7,PE
306.117,1,776.871,50.563,7,PE
307.784,4,778.276,50.438,8,PE
321.740,2,926.767,40.347,8,PE
335.118,3,650.614,67.251,7,PE
362.000,B,[1, 2, 0, 4, 3]
482.000,B,[]
