2.000,B,[1, 5, 6, 2, 8, 0, 4, 9, 7, 3]
13.211,6,1869.804,18.717,12,PE
24.860,2,1848.591,18.940,12,PE
25.279,7,2202.261,15.810,12,PE
35.454,0,1981.922,17.622,12,PE
52.808,5,1602.137,21.993,12,PE
68.962,9,1889.214,18.517,12,PE
74.184,8,1588.749,22.189,12,PE
76.492,3,1926.831,18.143,12,PE
93.323,1,1286.680,27.795,12,PE
109.840,4,1558.736,22.639,12,PE
122.000,B,[1, 5, 6, 2, 8, 0, 4, 9, 7, 3]
125.853,7,1530.515,23.081,12,PE
163.255,1,881.598,42.889,12,PC
163.370,3,1348.615,26.417,12,PC
180.638,2,959.184,38.721,12,PE
195.277,8,844.808,45.253,12,PE
201.288,0,955.852,38.882,12,PE
213.412,4,978.803,37.806,12,PE
225.129,6,803.816,48.283,12,PE
227.746,5,658.614,65.644,12,PE
232.665,9,853.484,44.668,12,PE
242.000,B,[1, 5, 6, 8, 2, 0, 4, 9, 7, 3]
252.757,8,630.392,72.136,12,PE
255.817,4,827.831,46.451,12,PE
264.765,3,786.016,49.760,12,PE
276.941,5,646.047,68.237,12,PE
277.841,7,722.647,56.128,12,PE
301.838,0,702.360,58.678,12,PE
309.036,6,906.983,41.417,12,PE
310.454,1,793.751,49.104,12,PE
317.330,9,610.651,79.283,12,PE
341.817,2,1010.040,36.444,12,PE
362.000,B,[]
482.000,B,[]
