2.000,B,[1, 2, 0, 4, 3]
19.047,1,1773.198,19.778,10,PE
38.632,3,2187.484,15.920,11,PE
68.726,2,1567.690,22.503,10,PE
85.442,4,1711.366,20.524,10,PE
111.434,0,1480.856,23.902,9,PE
122.000,B,[1, 2, 0, 4, 3]
125.114,1,1090.728,33.373,9,PE
144.972,0,1274.936,28.074,9,PE
177.730,2,971.656,38.134,8,PE
220.961,4,948.518,39.240,8,PE
225.251,3,976.407,37.915,8,PE
242.000,B,[1, 2, 0, 4, 3]
253.267,2,791.402,49.301,8,PE
303.412,1,764.699,51.686,7,PE
306.138,0,707.184,58.042,7,PE
321.474,4,795.705,48.942,8,PE
324.784,3,646.680,68.097,7,PE
362.000,B,[]
482.000,B,[]
