2.000,B,[2, 3, 1, 0, 4]
2.604,3,2436.432,14.256,8,PL
23.926,0,2062.997,16.908,11,PE
36.453,2,1770.847,19.805,7,PL
56.291,1,1525.924,23.154,10,PE
100.954,4,1615.511,21.802,12,PE
122.000,B,[2, 3, 1, 0, 4]
131.456,1,1055.644,34.637,10,PE
181.430,3,1235.193,29.062,8,PL
185.304,0,1038.747,35.283,11,PE
201.470,4,1034.460,35.451,12,PE
223.761,2,824.004,46.732,7,PL
242.000,B,[3, 2, 1, 0, 4]
251.476,0,755.729,52.555,11,PE
290.508,4,774.774,50.752,12,PE
310.072,1,793.751,49.104,10,PE
315.488,2,904.840,41.537,7,PL
323.033,3,646.817,68.067,8,PE
362.000,B,[]
482.000,B,[]
