2.000,B,[0, 4, 3, 1, 2, 7, 5, 8, 6, 9]
14.335,1,1807.030,19.392,10,PE
24.041,5,1790.346,19.580,11,PE
27.966,0,2035.932,17.140,7,PL
32.828,6,1746.605,20.092,12,PE
40.813,3,2173.700,16.023,8,PL
49.021,4,1946.319,17.955,7,PL
57.577,2,1636.744,21.505,10,PE
70.370,8,1615.597,21.801,11,PE
77.855,7,1848.895,18.936,10,PE
83.658,9,1786.898,19.620,12,PE
122.000,B,[0, 4, 3, 1, 2, 7, 5, 8, 6, 9]
140.650,8,1160.031,31.146,11,PE
142.870,5,1032.919,35.512,11,PE
145.391,4,1338.886,26.624,7,PL
163.287,0,1162.026,31.087,7,PL
180.082,7,1184.687,30.429,10,PE
185.495,9,1119.930,32.395,12,PE
188.046,3,1192.038,30.221,8,PL
195.662,6,873.882,43.361,12,PE
215.516,1,679.417,62.020,10,PE
220.286,2,830.346,46.269,10,PE
242.000,B,[3, 0, 4, 1, 2, 7, 5, 8, 6, 9]
262.488,8,614.462,77.544,11,PE
273.610,2,802.510,48.388,10,PE
282.645,4,779.931,50.291,7,PL
296.850,5,695.755,59.584,11,PE
300.678,1,752.967,52.830,10,PE
309.574,6,906.983,41.417,12,PE
310.501,0,712.361,57.381,7,PE
316.480,3,650.079,67.363,8,PE
317.879,7,670.075,63.563,10,PE
355.143,9,680.288,61.882,12,PE
362.000,B,[]
482.000,B,[]
