2.937,19,2259.177,15.402,12,PE
3.848,34,2550.495,13.606,11,PE
6.069,25,1790.476,19.579,10,PE
6.347,18,2003.746,17.424,11,PE
14.445,12,2051.333,17.007,12,PC
14.863,44,2127.969,16.377,12,PC
16.834,5,1844.611,18.982,10,PE
19.771,29,2143.420,16.256,12,PE
20.726,4,2139.206,16.289,10,PE
22.486,0,2069.769,16.851,10,PE
26.914,10,2234.664,15.575,12,PC
27.807,14,2543.070,13.647,12,PC
28.584,13,1749.399,20.058,10,PE
30.020,43,1756.993,19.968,10,PE
31.170,49,1825.730,19.186,12,PE
32.356,1,1685.645,20.851,10,PE
34.846,35,2369.081,14.671,12,PE
36.341,41,1794.900,19.529,11,PE
38.630,23,2325.805,14.950,12,PE
40.525,22,1610.971,21.867,12,PE
41.405,30,1510.837,23.399,11,PE
46.403,40,2155.405,16.163,11,PC
46.941,11,1975.424,17.682,11,PC
49.698,28,2244.633,15.504,11,PC
50.992,46,1663.772,21.139,11,PC
54.260,16,2154.366,16.171,10,PC
54.884,37,1549.626,22.780,10,PC
57.285,27,1511.083,23.395,9,PE
57.428,48,1928.438,18.127,12,PE
60.961,45,1599.248,22.035,12,PE
63.657,7,1943.398,17.983,12,PC
64.139,6,1543.983,22.868,12,PC
68.938,31,2160.042,16.127,10,PE
72.075,42,1436.457,24.689,11,PE
75.232,3,1933.651,18.077,12,PE
77.339,15,1460.237,24.261,9,PE
78.937,17,1391.712,25.539,11,PE
79.105,21,2156.229,16.157,10,PE
79.903,39,1201.487,29.959,9,PE
88.059,8,1495.365,23.656,11,PE
89.092,9,1746.149,20.097,10,PC
89.459,32,1903.917,18.369,10,PC
92.265,33,1771.995,19.792,11,PE
96.226,38,1367.560,26.023,10,PE
100.622,47,1641.719,21.437,10,PE
105.231,24,1842.798,19.001,12,PE
107.253,20,1515.527,23.322,9,PC
107.267,2,1331.875,26.775,9,PC
112.073,36,1058.338,34.536,8,PE
113.289,26,1228.905,29.225,9,PE
122.821,26,1172.701,30.773,11,PC
124.055,10,1584.397,22.253,11,PC
124.829,48,1476.497,23.977,10,PE
126.015,38,1183.346,30.467,11,PE
129.554,2,1207.431,29.797,11,PC
130.582,24,1672.818,21.019,11,PC
134.135,12,1247.199,28.756,10,PC
134.355,7,1472.158,24.052,11,PE
135.100,22,1008.930,36.490,10,PC
136.294,34,1634.725,21.533,10,PC
139.248,19,1331.056,26.793,11,PE
151.418,14,1693.547,20.750,12,PE
153.517,15,987.486,37.416,8,PE
153.596,49,1039.128,35.268,10,PE
164.695,0,1156.231,31.260,11,PE
165.925,41,987.213,37.429,8,PE
168.219,11,1202.827,29.922,11,PE
