2.000,B,[1, 5, 6, 2, 8, 0, 4, 9, 7, 3]
9.264,2,1946.704,17.952,10,PE
14.900,6,1863.276,18.785,10,PE
25.353,3,2277.211,15.277,11,PE
57.192,9,1964.590,17.783,10,PE
80.453,1,1369.529,25.983,9,PE
90.849,5,1352.867,26.328,9,PE
102.407,8,1403.043,25.318,9,PE
103.484,4,1596.519,22.075,10,PE
122.000,B,[0, 7]
138.957,3,1510.710,23.401,9,PE
152.573,8,1086.518,33.520,9,PE
164.799,9,1250.803,28.665,9,PE
172.657,4,1184.613,30.431,9,PE
180.698,5,830.212,46.278,8,PE
186.398,0,1033.379,35.494,8,PE
194.803,2,905.630,41.493,8,PE
222.942,1,664.183,64.604,7,PE
225.538,6,803.816,48.283,8,PE
229.233,7,913.281,41.069,8,PE
242.000,B,[1, 5, 6, 2, 8, 4, 9, 3]
269.255,1,662.711,64.873,7,PE
271.824,4,793.956,49.087,8,PE
276.729,6,815.100,47.401,8,PE
288.893,2,827.667,46.463,8,PE
299.827,0,700.951,58.868,7,PE
312.536,9,610.343,79.437,7,PC
313.714,5,757.760,52.355,7,PC
319.223,7,670.672,63.460,7,PE
325.756,8,705.487,58.264,7,PE
338.257,3,653.402,66.675,7,PE
362.000,B,[0, 7, 1, 5, 6, 8, 2, 4, 9, 3]
423.875,7,1037.533,35.331,8,PE
462.329,0,1428.553,24.835,9,PE
482.000,B,[0, 7]
