2.000,B,[1, 2, 0, 4, 3]
20.120,1,1766.441,19.857,10,PE
39.009,3,2180.591,15.971,11,PE
68.035,2,1567.690,22.503,10,PE
84.157,4,1717.805,20.443,10,PE
109.226,0,1493.642,23.685,9,PE
122.000,B,[]
128.336,1,1073.108,33.995,8,PE
147.489,0,1256.783,28.516,9,PE
179.084,2,963.305,38.525,8,PE
220.781,4,948.518,39.240,8,PE
224.918,3,981.886,37.667,8,PE
242.000,B,[1, 2, 0, 4, 3]
257.854,2,791.503,49.293,8,PE
306.220,1,776.871,50.563,7,PE
308.848,0,709.628,57.727,7,PE
323.641,4,799.224,48.654,8,PE
326.833,3,646.654,68.103,7,PE
362.000,B,[1, 2, 0, 4, 3]
482.000,B,[]
